Date,Region,City,Customer Type,Channel,Product,Category,Unit Price,Quantity,Sales Rep,Cost Price
2025-03-11,North,Port Harcourt,Retail,Online,Printer P50,Electronics,150000,8,David,120000
2025-04-28,East,Kano,Corporate,Online,Printer P50,Electronics,150000,10,David,120000
2025-04-22,East,Kano,Retail,Online,Smartphone Z10,Electronics,250000,5,Grace,200000
2025-02-16,West,Kano,Retail,Store,Sofa Classic,Furniture,320000,9,Chidinma,256000
2025-03-19,West,Port Harcourt,Corporate,Store,Air Conditioner X2,Home Appliances,180000,10,Grace,144000
2025-02-07,West,Kano,Corporate,Store,Microwave M20,Home Appliances,60000,6,Aisha,48000
2025-01-16,West,Kano,Corporate,Online,Printer P50,Electronics,150000,10,Musa,120000
2025-02-26,East,Port Harcourt,Retail,Online,Smartphone Z10,Electronics,250000,5,Aisha,200000
2025-01-22,West,Kano,Retail,Online,Air Conditioner X2,Home Appliances,180000,3,Chidinma,144000
2025-02-14,West,Kano,Corporate,Store,Sofa Classic,Furniture,320000,5,Aisha,256000
2025-02-05,South,Port Harcourt,Retail,Store,Sofa Classic,Furniture,320000,10,David,256000
2025-02-26,East,Port Harcourt,Corporate,Online,Blender B10,Home Appliances,30000,5,Chidinma,24000
2025-02-19,North,Port Harcourt,Corporate,Store,Laptop A13,Electronics,420000,3,Chidinma,336000
2025-03-08,East,Kano,Retail,Online,Blender B10,Home Appliances,30000,4,Peter,24000
2025-04-08,East,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,180000,4,Chidinma,144000
2025-02-23,East,Lagos,Retail,Online,Smartphone Z10,Electronics,250000,5,Grace,200000
2025-03-25,West,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,180000,3,Peter,144000
2025-03-20,East,Port Harcourt,Retail,Online,Desktop PC D21,Electronics,300000,5,Grace,240000
2025-01-19,West,Kano,Retail,Store,Office Chair Pro,Furniture,85000,8,Peter,68000
2025-04-20,East,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,180000,6,Grace,144000
2025-01-23,East,Lagos,Corporate,Online,Laptop A13,Electronics,420000,7,Aisha,336000
2025-03-06,South,Kano,Corporate,Online,Printer P50,Electronics,150000,8,Chidinma,120000
2025-04-12,East,Kano,Retail,Online,Office Chair Pro,Furniture,85000,6,Aisha,68000
2025-04-21,South,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,180000,9,Musa,144000
2025-03-11,West,Kano,Corporate,Online,Smartphone Z10,Electronics,250000,5,Aisha,200000
2025-01-04,North,Kano,Retail,Store,Sofa Classic,Furniture,320000,9,Musa,256000
2025-01-19,North,Lagos,Corporate,Store,Printer P50,Electronics,150000,7,David,120000
2025-03-19,East,Port Harcourt,Retail,Online,Laptop A13,Electronics,420000,9,Aisha,336000
2025-01-10,South,Lagos,Corporate,Store,Microwave M20,Home Appliances,60000,4,David,48000
2025-04-28,West,Kano,Retail,Store,Smartphone Z10,Electronics,250000,5,David,200000
2025-01-09,West,Kano,Corporate,Online,Desktop PC D21,Electronics,300000,8,Peter,240000
2025-01-30,West,Kano,Corporate,Online,Laptop A13,Electronics,420000,4,Grace,336000
2025-03-17,West,Kano,Corporate,Store,Blender B10,Home Appliances,30000,4,David,24000
2025-01-10,East,Abuja,Retail,Online,Sofa Classic,Furniture,320000,7,David,256000
2025-01-02,South,Lagos,Retail,Online,Printer P50,Electronics,150000,8,Aisha,120000
2025-03-14,West,Lagos,Retail,Store,Microwave M20,Home Appliances,60000,7,Musa,48000
2025-04-19,South,Kano,Retail,Online,Air Conditioner X2,Home Appliances,180000,4,David,144000
2025-04-26,West,Kano,Corporate,Store,Laptop A13,Electronics,420000,8,Aisha,336000
2025-02-17,West,Kano,Retail,Store,Desktop PC D21,Electronics,300000,2,Grace,240000
2025-03-27,South,Lagos,Corporate,Online,Laptop A13,Electronics,420000,3,Aisha,336000
2025-03-06,North,Kano,Retail,Online,Office Chair Pro,Furniture,85000,3,Musa,68000
2025-01-17,West,Abuja,Corporate,Store,Microwave M20,Home Appliances,60000,8,David,48000
2025-01-07,West,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,180000,10,Peter,144000
2025-03-19,East,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,180000,7,Chidinma,144000
2025-01-11,East,Abuja,Retail,Store,Blender B10,Home Appliances,30000,3,Musa,24000
2025-04-20,North,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,30000,6,David,24000
2025-04-12,North,Lagos,Corporate,Online,Laptop A13,Electronics,420000,4,Aisha,336000
2025-03-07,East,Kano,Retail,Online,Refrigerator R55,Home Appliances,220000,8,Grace,176000
2025-02-27,North,Lagos,Corporate,Store,Office Chair Pro,Furniture,85000,5,Chidinma,68000
2025-04-12,West,Lagos,Retail,Online,Sofa Classic,Furniture,320000,7,Musa,256000
2025-04-03,South,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,180000,6,Chidinma,144000
2025-01-19,East,Abuja,Corporate,Online,Microwave M20,Home Appliances,60000,2,Aisha,48000
2025-02-24,West,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,180000,5,David,144000
2025-04-28,East,Abuja,Corporate,Store,Printer P50,Electronics,150000,6,Aisha,120000
2025-01-27,East,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,30000,2,Aisha,24000
2025-04-23,North,Port Harcourt,Retail,Online,Smartphone Z10,Electronics,250000,9,Aisha,200000
2025-01-21,West,Kano,Retail,Store,Microwave M20,Home Appliances,60000,4,David,48000
2025-03-27,East,Port Harcourt,Retail,Online,Printer P50,Electronics,150000,9,Aisha,120000
2025-01-18,North,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,180000,3,Chidinma,144000
2025-03-26,West,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,180000,10,Chidinma,144000
2025-01-19,East,Lagos,Retail,Online,Refrigerator R55,Home Appliances,220000,2,Chidinma,176000
2025-04-02,North,Port Harcourt,Corporate,Online,Laptop A13,Electronics,420000,10,Musa,336000
2025-03-20,West,Port Harcourt,Retail,Store,Blender B10,Home Appliances,30000,9,Grace,24000
2025-01-19,West,Abuja,Corporate,Online,Sofa Classic,Furniture,320000,6,Peter,256000
2025-01-24,West,Abuja,Retail,Store,Laptop A13,Electronics,420000,2,Grace,336000
2025-04-23,South,Kano,Corporate,Online,Sofa Classic,Furniture,320000,10,Peter,256000
2025-02-06,East,Kano,Corporate,Store,Desktop PC D21,Electronics,300000,8,Grace,240000
2025-02-07,East,Port Harcourt,Corporate,Online,Microwave M20,Home Appliances,60000,1,David,48000
2025-03-21,South,Lagos,Corporate,Online,Office Chair Pro,Furniture,85000,3,David,68000
2025-03-25,East,Kano,Corporate,Store,Blender B10,Home Appliances,30000,10,Chidinma,24000
2025-01-22,East,Kano,Corporate,Online,Blender B10,Home Appliances,30000,4,Peter,24000
2025-01-27,South,Abuja,Corporate,Store,Printer P50,Electronics,150000,3,David,120000
2025-04-14,West,Port Harcourt,Corporate,Online,Printer P50,Electronics,150000,3,Chidinma,120000
2025-04-30,East,Kano,Corporate,Store,Office Chair Pro,Furniture,85000,8,Chidinma,68000
2025-04-07,South,Kano,Corporate,Online,Laptop A13,Electronics,420000,7,Chidinma,336000
2025-01-22,East,Abuja,Corporate,Store,Printer P50,Electronics,150000,3,David,120000
2025-04-25,West,Abuja,Corporate,Store,Sofa Classic,Furniture,320000,1,Musa,256000
2025-02-09,East,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,180000,5,Chidinma,144000
2025-03-28,North,Kano,Corporate,Store,Desktop PC D21,Electronics,300000,1,Musa,240000
2025-04-09,East,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,180000,8,Aisha,144000
2025-04-05,South,Kano,Corporate,Online,Air Conditioner X2,Home Appliances,180000,3,Peter,144000
2025-01-11,West,Abuja,Corporate,Store,Sofa Classic,Furniture,320000,6,Grace,256000
2025-01-18,West,Abuja,Corporate,Store,Microwave M20,Home Appliances,60000,10,Chidinma,48000
2025-02-24,South,Lagos,Corporate,Store,Desktop PC D21,Electronics,300000,1,Aisha,240000
2025-03-11,West,Lagos,Corporate,Online,Air Conditioner X2,Home Appliances,180000,1,David,144000
2025-01-22,East,Lagos,Retail,Store,Refrigerator R55,Home Appliances,220000,8,Aisha,176000
2025-02-01,North,Lagos,Corporate,Store,Office Chair Pro,Furniture,85000,7,Musa,68000
2025-02-09,West,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,180000,9,Grace,144000
2025-02-03,North,Port Harcourt,Corporate,Online,Sofa Classic,Furniture,320000,3,Peter,256000
2025-04-01,North,Port Harcourt,Corporate,Online,Printer P50,Electronics,150000,4,Chidinma,120000
2025-04-02,East,Lagos,Retail,Online,Refrigerator R55,Home Appliances,220000,10,Grace,176000
2025-02-15,South,Port Harcourt,Corporate,Online,Printer P50,Electronics,150000,6,Chidinma,120000
2025-01-15,West,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,180000,1,Musa,144000
2025-04-21,East,Kano,Retail,Online,Blender B10,Home Appliances,30000,2,Peter,24000
2025-03-01,North,Abuja,Corporate,Online,Sofa Classic,Furniture,320000,7,Chidinma,256000
2025-02-07,North,Kano,Retail,Store,Office Chair Pro,Furniture,85000,10,David,68000
2025-04-05,East,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,180000,7,Musa,144000
2025-03-24,South,Lagos,Retail,Online,Laptop A13,Electronics,420000,5,Peter,336000
2025-04-04,South,Abuja,Corporate,Store,Sofa Classic,Furniture,320000,8,David,256000
2025-02-25,East,Kano,Corporate,Store,Air Conditioner X2,Home Appliances,180000,5,Musa,144000
2025-03-23,North,Port Harcourt,Corporate,Store,Laptop A13,Electronics,420000,2,Chidinma,336000
2025-03-28,North,Kano,Retail,Online,Desktop PC D21,Electronics,300000,8,David,240000
2025-01-02,East,Kano,Retail,Online,Sofa Classic,Furniture,320000,1,David,256000
2025-01-17,East,Kano,Retail,Online,Laptop A13,Electronics,420000,9,Chidinma,336000
2025-02-17,East,Abuja,Corporate,Store,Office Chair Pro,Furniture,85000,8,Grace,68000
2025-02-03,North,Port Harcourt,Corporate,Store,Laptop A13,Electronics,420000,10,Peter,336000
2025-02-11,East,Port Harcourt,Retail,Store,Smartphone Z10,Electronics,250000,1,Peter,200000
2025-02-22,East,Abuja,Corporate,Online,Refrigerator R55,Home Appliances,220000,5,Grace,176000
2025-03-19,North,Lagos,Retail,Online,Desktop PC D21,Electronics,300000,1,Chidinma,240000
2025-02-26,North,Kano,Corporate,Store,Microwave M20,Home Appliances,60000,6,Aisha,48000
2025-03-04,South,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,8,David,48000
2025-04-03,South,Kano,Retail,Store,Refrigerator R55,Home Appliances,220000,3,Aisha,176000
2025-03-23,North,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,1,Peter,48000
2025-03-16,East,Lagos,Corporate,Online,Printer P50,Electronics,150000,1,Musa,120000
2025-03-16,West,Kano,Corporate,Online,Sofa Classic,Furniture,320000,7,Grace,256000
2025-02-21,South,Kano,Retail,Store,Office Chair Pro,Furniture,85000,10,Musa,68000
2025-04-20,West,Port Harcourt,Corporate,Online,Printer P50,Electronics,150000,10,Chidinma,120000
2025-01-24,South,Lagos,Corporate,Online,Microwave M20,Home Appliances,60000,2,Musa,48000
2025-03-08,North,Abuja,Corporate,Online,Desktop PC D21,Electronics,300000,6,Chidinma,240000
2025-03-04,East,Kano,Retail,Online,Printer P50,Electronics,150000,3,Aisha,120000
2025-03-30,West,Port Harcourt,Corporate,Online,Blender B10,Home Appliances,30000,2,David,24000
2025-01-11,East,Lagos,Retail,Online,Air Conditioner X2,Home Appliances,180000,2,Aisha,144000
2025-01-23,West,Kano,Corporate,Online,Sofa Classic,Furniture,320000,3,Musa,256000
2025-01-05,South,Kano,Corporate,Store,Blender B10,Home Appliances,30000,3,Aisha,24000
2025-04-17,West,Abuja,Retail,Store,Office Chair Pro,Furniture,85000,3,Peter,68000
2025-02-26,North,Kano,Retail,Store,Office Chair Pro,Furniture,85000,10,Aisha,68000
2025-03-06,East,Port Harcourt,Corporate,Store,Air Conditioner X2,Home Appliances,180000,10,Chidinma,144000
2025-01-16,West,Lagos,Retail,Store,Refrigerator R55,Home Appliances,220000,9,Musa,176000
2025-03-03,West,Abuja,Corporate,Store,Laptop A13,Electronics,420000,9,Musa,336000
2025-02-24,East,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,180000,2,Aisha,144000
2025-03-16,West,Lagos,Corporate,Online,Desktop PC D21,Electronics,300000,3,David,240000
2025-02-25,North,Kano,Corporate,Online,Air Conditioner X2,Home Appliances,180000,1,Grace,144000
2025-04-11,North,Lagos,Retail,Store,Sofa Classic,Furniture,320000,9,Peter,256000
2025-03-18,North,Port Harcourt,Retail,Online,Sofa Classic,Furniture,320000,5,David,256000
2025-02-20,North,Abuja,Retail,Online,Microwave M20,Home Appliances,60000,8,Grace,48000
2025-03-05,South,Port Harcourt,Corporate,Online,Office Chair Pro,Furniture,85000,8,David,68000
2025-03-31,East,Port Harcourt,Retail,Store,Sofa Classic,Furniture,320000,5,David,256000
2025-02-18,North,Kano,Corporate,Online,Printer P50,Electronics,150000,3,Aisha,120000
2025-01-09,North,Kano,Retail,Store,Printer P50,Electronics,150000,1,Chidinma,120000
2025-04-21,South,Kano,Corporate,Online,Microwave M20,Home Appliances,60000,7,David,48000
2025-03-09,West,Port Harcourt,Retail,Online,Air Conditioner X2,Home Appliances,180000,1,David,144000
2025-04-29,South,Port Harcourt,Corporate,Online,Air Conditioner X2,Home Appliances,180000,1,Peter,144000
2025-02-08,South,Port Harcourt,Retail,Store,Smartphone Z10,Electronics,250000,9,Chidinma,200000
2025-03-20,West,Kano,Corporate,Online,Sofa Classic,Furniture,320000,1,David,256000
2025-02-07,South,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,180000,10,Chidinma,144000
2025-04-07,East,Kano,Retail,Store,Desktop PC D21,Electronics,300000,10,Peter,240000
2025-04-15,South,Port Harcourt,Retail,Online,Laptop A13,Electronics,420000,4,Aisha,336000
2025-04-20,West,Port Harcourt,Corporate,Store,Blender B10,Home Appliances,30000,4,Musa,24000
2025-03-25,North,Kano,Retail,Online,Blender B10,Home Appliances,30000,10,Peter,24000
2025-04-08,South,Port Harcourt,Corporate,Store,Microwave M20,Home Appliances,60000,7,Chidinma,48000
2025-03-19,North,Port Harcourt,Corporate,Store,Air Conditioner X2,Home Appliances,180000,4,Grace,144000
2025-02-02,West,Abuja,Retail,Store,Blender B10,Home Appliances,30000,7,Peter,24000
2025-03-05,South,Lagos,Corporate,Store,Laptop A13,Electronics,420000,10,Chidinma,336000
2025-02-23,East,Port Harcourt,Corporate,Online,Laptop A13,Electronics,420000,7,Peter,336000
2025-04-27,South,Kano,Retail,Store,Smartphone Z10,Electronics,250000,5,David,200000
2025-01-12,West,Abuja,Corporate,Online,Laptop A13,Electronics,420000,5,Musa,336000
2025-04-13,East,Kano,Corporate,Store,Sofa Classic,Furniture,320000,2,Musa,256000
2025-04-15,North,Port Harcourt,Retail,Store,Desktop PC D21,Electronics,300000,10,Aisha,240000
2025-01-23,East,Port Harcourt,Retail,Online,Smartphone Z10,Electronics,250000,5,Aisha,200000
2025-04-08,South,Kano,Corporate,Store,Smartphone Z10,Electronics,250000,2,David,200000
2025-01-21,North,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,180000,1,Chidinma,144000
2025-03-30,East,Lagos,Retail,Store,Sofa Classic,Furniture,320000,10,Peter,256000
2025-02-11,South,Kano,Corporate,Store,Printer P50,Electronics,150000,2,Chidinma,120000
2025-03-13,East,Lagos,Retail,Store,Air Conditioner X2,Home Appliances,180000,10,Musa,144000
2025-04-19,West,Lagos,Retail,Online,Printer P50,Electronics,150000,2,Musa,120000
2025-04-19,South,Kano,Corporate,Store,Microwave M20,Home Appliances,60000,10,Musa,48000
2025-03-18,West,Abuja,Corporate,Online,Refrigerator R55,Home Appliances,220000,4,Peter,176000
2025-04-27,South,Lagos,Retail,Online,Microwave M20,Home Appliances,60000,5,Peter,48000
2025-02-11,South,Abuja,Corporate,Online,Smartphone Z10,Electronics,250000,3,David,200000
2025-01-16,South,Lagos,Corporate,Store,Printer P50,Electronics,150000,1,Aisha,120000
2025-02-24,North,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,220000,1,David,176000
2025-01-04,East,Kano,Retail,Store,Smartphone Z10,Electronics,250000,6,Aisha,200000
2025-03-19,West,Abuja,Retail,Store,Refrigerator R55,Home Appliances,220000,10,Peter,176000
2025-04-26,East,Port Harcourt,Retail,Store,Air Conditioner X2,Home Appliances,180000,10,David,144000
2025-03-10,West,Port Harcourt,Corporate,Online,Microwave M20,Home Appliances,60000,6,Grace,48000
2025-04-20,North,Kano,Retail,Store,Refrigerator R55,Home Appliances,220000,4,David,176000
2025-02-13,South,Abuja,Corporate,Online,Printer P50,Electronics,150000,1,David,120000
2025-02-03,South,Kano,Retail,Store,Air Conditioner X2,Home Appliances,180000,1,Musa,144000
2025-04-11,East,Abuja,Corporate,Store,Refrigerator R55,Home Appliances,220000,8,Musa,176000
2025-01-26,West,Lagos,Retail,Store,Smartphone Z10,Electronics,250000,3,David,200000
2025-03-05,North,Lagos,Corporate,Store,Microwave M20,Home Appliances,60000,1,Peter,48000
2025-04-13,East,Abuja,Retail,Store,Sofa Classic,Furniture,320000,4,Chidinma,256000
2025-03-15,South,Kano,Corporate,Store,Laptop A13,Electronics,420000,8,David,336000
2025-02-21,South,Lagos,Corporate,Store,Laptop A13,Electronics,420000,8,Peter,336000
2025-01-30,North,Lagos,Retail,Store,Microwave M20,Home Appliances,60000,1,Grace,48000
2025-03-04,East,Port Harcourt,Corporate,Store,Air Conditioner X2,Home Appliances,180000,8,David,144000
2025-01-02,West,Lagos,Corporate,Store,Air Conditioner X2,Home Appliances,180000,2,David,144000
2025-04-20,South,Lagos,Corporate,Online,Desktop PC D21,Electronics,300000,7,Peter,240000
2025-01-10,West,Kano,Retail,Online,Smartphone Z10,Electronics,250000,6,Peter,200000
2025-04-10,North,Kano,Retail,Store,Printer P50,Electronics,150000,5,David,120000
2025-03-09,West,Abuja,Retail,Online,Office Chair Pro,Furniture,85000,10,David,68000
2025-01-15,North,Abuja,Retail,Online,Office Chair Pro,Furniture,85000,8,Peter,68000
2025-05-01,South,Port Harcourt,Retail,Online,Office Chair Pro,Furniture,85000,2,Musa,68000
2025-03-05,West,Abuja,Retail,Online,Smartphone Z10,Electronics,250000,4,Chidinma,200000
2025-04-26,South,Port Harcourt,Retail,Online,Printer P50,Electronics,150000,6,Grace,120000
2025-02-27,South,Abuja,Corporate,Store,Air Conditioner X2,Home Appliances,180000,10,Aisha,144000
2025-03-25,South,Abuja,Retail,Online,Printer P50,Electronics,150000,8,Chidinma,120000
2025-01-22,South,Lagos,Retail,Online,Air Conditioner X2,Home Appliances,180000,8,David,144000
2025-02-20,East,Kano,Corporate,Online,Printer P50,Electronics,150000,6,Peter,120000
2025-04-13,South,Abuja,Corporate,Store,Printer P50,Electronics,150000,4,Grace,120000
2025-01-03,West,Lagos,Retail,Online,Air Conditioner X2,Home Appliances,180000,1,Peter,144000
2025-04-13,North,Lagos,Retail,Online,Smartphone Z10,Electronics,250000,6,Grace,200000
2025-03-05,South,Port Harcourt,Retail,Online,Microwave M20,Home Appliances,60000,6,David,48000
2025-01-26,North,Abuja,Corporate,Store,Printer P50,Electronics,150000,2,David,120000
2025-02-04,East,Kano,Corporate,Online,Office Chair Pro,Furniture,85000,2,Chidinma,68000
2025-02-24,South,Lagos,Retail,Store,Desktop PC D21,Electronics,300000,5,Peter,240000
2025-04-16,East,Kano,Corporate,Online,Laptop A13,Electronics,420000,10,Peter,336000
2025-01-14,West,Abuja,Corporate,Online,Air Conditioner X2,Home Appliances,180000,6,David,144000
2025-03-08,East,Abuja,Retail,Store,Office Chair Pro,Furniture,85000,4,Peter,68000
